application_id,applicant_name,email,phone,age,gender,city,province,education_level,university,cgpa,skills,experience_months,preferred_department,application_source,expected_stipend_pkr,submitted_at,linkedin_url
INT-10085,Sidra Rajput,sidra.rajput85@gmail.com,03018078307,22,Male,Lahore,Punjab,BS Computer Science,University of Sindh,2.98,"Excel, SQL, Statistics",27,human resources,Internee.pk,16000,2025-04-14 11:39:00,https://www.linkedin.com/in/sidra-rajput85
INT-10211,Noor Chandio,noor.chandio211@outlook.com,03363283052,24,Female,Nawabshah,Sindh,BS Software Engineering,FAST NUCES,2.76,Communication / pandas / machine learning / statistics / Data Visualization,25,Human Resources,Internee.pk,26000,2025-04-18 23:57:00,https://www.linkedin.com/in/noor-chandio211
INT-10621,Hussain Ansari,hussain.ansari621@outlook.com,03454715673,27,Female,Multan,Punjab,BS Information Technology,Punjab University,3.05,"Tableau, SQL, Statistics, Communication, Python, HTML/CSS",9,Software Development,Direct,10000,2025-04-01 07:38:00,https://www.linkedin.com/in/hussain-ansari621
INT-10482,Saad Qureshi,saad.qureshi482@gmail.com,03348197225,23,Male,Mardan,Khyber Pakhtunkhwa,BS Software Engineering,NED University,2.46,"Statistics, Tableau, Excel, Data Visualization, Python, SQL",4,Business Intelligence,University Portal,29000,2025-04-18 15:24:00,https://www.linkedin.com/in/saad-qureshi482
INT-10404,Fatima Malik,fatima.malik404@gmail.com,03483685771,27,Female,Peshawar,Khyber Pakhtunkhwa,BS Software Engineering,Punjab University,2.83,"SQL, HTML/CSS, Tableau, Excel",6,Marketing,Direct,32000,2025-03-04 10:46:00,https://www.linkedin.com/in/fatima-malik404
INT-10681,Rida Rajput,rida.rajput681@gmail.com,+92 323 614 9330,28,Male,Isb,Islamabad Capital Territory,BS Information Technology,University of Karachi,3.1,"Data Visualization, Statistics, Machine Learning, SQL, Pandas",20,Business Intelligence,University Portal,34000,2025-04-30 07:46:00,https://www.linkedin.com/in/rida-rajput681
INT-10798,Muhammad Siddiqui, muhammad.siddiqui798@icloud.com ,03122296873,28,Male,Nawabshah,Sindh,BS Computer Science,FAST NUCES,3.01,"Communication, Data Visualization, Power BI",4,Data Analytics,Indeed,13000,2025-03-21 10:15:00,https://www.linkedin.com/in/muhammad-siddiqui798
INT-10379,Zara Jatoi,zara.jatoi379@gmail.com,03486112582,29,Male,Islamabad,Islamabad Capital Territory,BS Software Engineering,IBA Karachi,,"Communication, Data Visualization",7,Business Intelligence,University Portal,41000,2025-03-11 10:50:00,https://www.linkedin.com/in/zara-jatoi379
INT-10705,Zain Rind,zain.rind705@gmail.com,03087400703,25,Female,Sukkur,Sindh,BS Information Technology,Shah Abdul Latif University,2.6,"Machine Learning, Data Visualization, Communication, SQL, Statistics",9,Product,University Portal,13000,2025-04-07 07:48:00,https://www.linkedin.com/in/zain-rind705
INT-10292,Eman Mirza,eman.mirza292@icloud.com,03035313613,21,Male,Khairpur,Sindh,BS Information Technology,NED University,3.1,"Power BI, Machine Learning, Git, Data Visualization, Communication, Excel",7,Data Analytics,Internee.pk,47000,2025-04-10 21:33:00,https://www.linkedin.com/in/eman-mirza292
INT-10407,Zara Siddiqui,zara.siddiqui407@gmail.com,03351855308,22,Male,Rawalpindi,Punjab,BS Information Technology,NUST,2.91,"Pandas, Statistics, Communication, Git, Tableau, Python",6,Product,Internee.pk,30000,2025-04-24 20:51:00,https://www.linkedin.com/in/zara-siddiqui407
INT-10137,Mariam Khan,mariam.khan137@outlook.com,03139031554,24,Female,LAHORE,Punjab,BS Economics,FAST NUCES,2.65,"Git, Data Visualization, Power BI, Excel, Statistics",3,Business Intelligence,Direct,48000,2025-04-29 14:37:00,https://www.linkedin.com/in/mariam-khan137
INT-10253,Hamza Rind,hamza.rind253@outlook.com,03357524891,22,Male,Khairpur,Sindh,BBA,Mehran University,2.96,"HTML/CSS, Statistics",18,Human Resources,Direct,34000,2025-03-18 18:38:00,https://www.linkedin.com/in/hamza-rind253
INT-10417,Iqra Bhatti,iqra.bhatti417@outlook.com,03421860677,27,Male,Multan,Punjab,BBA,LUMS,3.06,"Power BI, Machine Learning",2,Product,University Portal,13000,2025-04-26 08:14:00,https://www.linkedin.com/in/iqra-bhatti417
INT-10738,Danish Shah,danish.shah738@gmail.com,03233095688,21,Male,,Punjab,BS Computer Science,LUMS,3.6,"Tableau, Pandas, Data Visualization, Python, Machine Learning, HTML/CSS",8,Data Analytics,University Portal,19000,2025-03-02 20:41:00,https://www.linkedin.com/in/danish-shah738
INT-10544,Zara Bhatti,zara.bhatti544@yahoo.com,03387364691,28,Male,Multan,Punjab,BS Computer Science,COMSATS University,3.37,"SQL, Tableau",3,Data Analytics,University Portal,31000,2025-04-14 17:56:00,https://www.linkedin.com/in/zara-bhatti544
INT-10188,Ahsan Shah,ahsan.shah188@yahoo.com,,33,Male,Peshawar,Khyber Pakhtunkhwa,BS Data Science,Bahria University,3.03,"Excel, Git",15,Data Analytics,University Portal,32000,2025-04-21 11:51:00,https://www.linkedin.com/in/ahsan-shah188
INT-10480,Nimra Khan,nimra.khan480@icloud.com,03403623254,25,Male,Quetta,Balochistan,BS Computer Science,University of Karachi,3.59,"Excel, Statistics",8,Data Analytics,LinkedIn,35000,2025-04-28 19:02:00,https://www.linkedin.com/in/nimra-khan480
INT-10216,Farhan Syed,farhan.syed216@gmail.com,03156017099,22,Male,Islamabad,Islamabad Capital Territory,BS Software Engineering,FAST NUCES,2.68,"Statistics, Power BI, SQL, Pandas, Python, Git",6,Software Development,Referral,31000,2025-03-12 18:20:00,https://www.linkedin.com/in/farhan-syed216
INT-10742,Laiba Malik,laiba.malik742@gmail.com,03365121407,28,Male,Abbottabad,Khyber Pakhtunkhwa,BBA,Bahria University,3.04,"Pandas, Communication, Power BI, Tableau, Statistics, SQL",13,Marketing,Internee.pk,31000,2025-03-15 15:37:00,https://www.linkedin.com/in/laiba-malik742
INT-10044,Danish Syed,danish.syed44@gmail.com,03422169694,23,Male,Sukkur,Sindh,BS Information Technology,LUMS,2.78,"Python, Git, Power BI, Excel, Data Visualization",10,Finance,LinkedIn,29000,2025-04-09 15:38:00,https://www.linkedin.com/in/danish-syed44
INT-10670,Hamza Rajput,hamza.rajput670@yahoo.com,0304 3247352,29,Male,Islamabad,Islamabad Capital Territory,BBA,Bahria University,3.05,"Git, Excel, Communication, Data Visualization, Pandas, SQL",10,Data Analytics,Internee.pk,26000,2025-03-28 23:51:00,https://www.linkedin.com/in/hamza-rajput670
INT-10037,Iqra Ali,iqra.ali37@outlook.com,03455372254,32,Male,Khairpur,Sindh,BS Economics,Mehran University,3.62,sql | excel,11,Data Analytics,LinkedIn,20000,2025-04-01 22:39:00,https://www.linkedin.com/in/iqra-ali37
INT-10013,Nimra Syed,nimra.syed13@gmail.com,03441827701,19,Female,Nawabshah,Sindh,BS Information Technology,IBA Karachi,3.21,"SQL, HTML/CSS, Power BI, Machine Learning",3,Marketing,Indeed,40000,2025-04-13 11:51:00,https://www.linkedin.com/in/nimra-syed13
INT-10716,Ahsan Siddiqui,ahsan.siddiqui716@gmail.com,03026792642,24,Male,Sukkur,Sindh,BS Software Engineering,Punjab University,3.5,"Machine Learning, Pandas, Communication, SQL, Python",11,Finance,LinkedIn,27000,2025-04-27 02:45:00,
INT-10438,Ahsan Mirza,ahsan.mirza438@yahoo.com,03456492324,25,Female,Khairpur,Sindh,BS Information Technology,,2.66,"Pandas, HTML/CSS, Data Visualization, Power BI, Python",-6,Data Analytics,Referral,31000,2025-04-24 19:22:00,https://www.linkedin.com/in/ahsan-mirza438
INT-10665,Noor Ansari,noor.ansari665@icloud.com,03493820315,21,Male,Larkana,Sindh,BS Information Technology,FAST NUCES,3.0,"HTML/CSS, Power BI, Communication, Python, Statistics, Tableau",13,Marketing,University Portal,22000,2025-03-30 06:53:00,https://www.linkedin.com/in/noor-ansari665
INT-10461,Ali Ansari,ali.ansari461@yahoo.com,,28,Female,Faisalabad,Punjab,BBA,University of Karachi,2.0,"Data Visualization, Tableau, SQL",3,Business Intelligence,Internee.pk,26000,2025-03-21 21:09:00,https://www.linkedin.com/in/ali-ansari461
INT-10015,Mariam Chandio,mariam.chandio15@gmail.com,03427518202,22,Male,,Punjab,BS Information Technology,IBA Karachi,3.31,"Excel, Pandas, Communication, SQL, Python, Data Visualization",15,Data Analytics,LinkedIn,0,2025-04-05 10:39:00,https://www.linkedin.com/in/mariam-chandio15
INT-10225,Usman Qureshi,usman.qureshi225@yahoo.com,03161273740,27,Female,Khairpur,Sindh,B.S. Computer Science,Shah Abdul Latif University,2.82,"Pandas, Power BI",12,Finance,Referral,46000,2025-04-14 11:53:00,https://www.linkedin.com/in/usman-qureshi225
INT-10726,Eman Syed,eman.syed726@gmail.com,03095232361,22,Female,Gujranwala,Punjab,BS Information Technology,LUMS,2.52,"Excel, Tableau",19,Marketing,LinkedIn,24000,2025-04-02 17:23:00,https://www.linkedin.com/in/eman-syed726
INT-10142,Farhan Rind,farhan.rind142@yahoo.com,03197761627,26,Male,Multan,Punjab,BS Software Engineering,NUST,2.76,"Statistics, Communication, Data Visualization, SQL",4,Data Analytics,Internee.pk,24000,2025-03-02 01:46:00,https://www.linkedin.com/in/farhan-rind142
INT-10157,Zara Soomro,zara.soomro157@outlook.com,03132633333,28,Female,Larkana,Sindh,BS Computer Science,LUMS,2.5,"HTML/CSS, Python, Communication, Pandas",6,Data Analytics,LinkedIn,14000,2025-03-15 17:40:00,https://www.linkedin.com/in/zara-soomro157
INT-10615,Nimra Bhatti,nimra.bhatti615@icloud.com,03064425143,31,Male,Nawabshah,Sindh,BS Computer Science,,3.51,"Pandas, Statistics, Excel, Data Visualization, Tableau, Machine Learning",2,Product,Internee.pk,24000,2025-04-13 03:54:00,https://www.linkedin.com/in/nimra-bhatti615
INT-10841,sajid khan, sajid.khan841@icloud.com ,03448562539,25,Female,Multan,Punjab,BS Economics,NED University,2.98,"HTML/CSS, Data Visualization, Tableau, SQL",10,Finance,LinkedIn,37000,2025-04-21 02:34:00,https://www.linkedin.com/in/sajid-khan841
INT-10170,Sajid Mirza,sajid.mirza170@yahoo.com,03046232729,27,Male,Gujranwala,Punjab,BS Information Technology,IBA Karachi,2.32,"Excel, Data Visualization, Machine Learning",12,Data Analytics,Indeed,39000,2025-04-27 14:29:00,https://www.linkedin.com/in/sajid-mirza170
INT-10345,Shayan Ahmed,shayan.ahmed345@gmail.com,0326-282 2580,27,Male,Nawabshah,Sindh,BS Information Technology,COMSATS University,3.07,"Tableau, Pandas, Git, Python",17,Finance,LinkedIn,24000,2025-04-19 04:10:00,https://www.linkedin.com/in/shayan-ahmed345
INT-10058,Zain Syed,zain.syed58@yahoo.com,03035811849,26,Male,Larkana,Sindh,BSCS,University of Karachi,2.7,"Communication, Git, Machine Learning, SQL, Data Visualization",9,business intelligence,University Portal,29000,2025-04-13 13:26:00,https://www.linkedin.com/in/zain-syed58
INT-10036,Sajid Mirza,sajid.mirza36@gmail.com,03124742197,19,Female,Larkana,Sindh,BBA,University of Karachi,3.32,"Excel, Machine Learning",5,Data Analytics,Referral,26000,2025-03-05 17:31:00,https://www.linkedin.com/in/sajid-mirza36
INT-10228,Ali Siddiqui,ali.siddiqui228@icloud.com,03337339224,20,Female,rawalpindi,Punjab,BS Statistics,Shah Abdul Latif University,3.2,"Tableau, Machine Learning, Communication, HTML/CSS, Excel",2,Software Development,Referral,40000,2025-04-10 22:06:00,https://www.linkedin.com/in/ali-siddiqui228
INT-10778,Mariam Shah,mariam.shah778@outlook.com,03075743040,18,Male,Khairpur,Sindh,BBA,Punjab University,2.99,"Tableau, Power BI, Statistics, Pandas",9,Software Development,Referral,23000,2025-03-21 04:35:00,https://www.linkedin.com/in/mariam-shah778
INT-10049,MARIAM QURESHI,mariam.qureshi49@outlook.com,03254637314,25,Male,Karachi,Sindh,BS Computer Science,Shah Abdul Latif University,3.1,"HTML/CSS, SQL, Excel",14,Business Intelligence,University Portal,10000,2025-04-27 10:33:00,https://www.linkedin.com/in/mariam-qureshi49
INT-10591,Yasir Jatoi,yasir.jatoi591@yahoo.com,03484059237,26,Female,Hyd,Sindh,BS Software Engineering,NED University,3.27,"Pandas, Tableau",6,Product,University Portal,31000,2025-04-04 04:27:00,https://www.linkedin.com/in/yasir-jatoi591
INT-10492,Saad Memon,saad.memon492@yahoo.com,03162790693,23,Female,Faisalabad,Punjab,BS Information Technology,FAST NUCES,2.45,"Excel, Pandas, Communication",7,Data Analytics,LinkedIn,34000,2025-04-21 14:51:00,https://www.linkedin.com/in/saad-memon492
INT-10248,Sajid Shaikh,sajid.shaikh248@icloud.com,03008331105,52,Male,Larkana,Sindh,BS Software Engineering,LUMS,2.45,Machine Learning | Statistics,12,Product,Referral,29000,2025-03-14 23:50:00,https://www.linkedin.com/in/sajid-shaikh248
INT-10567,Bilal Shah,bilal.shah567@icloud.com,03397418013,25,Male,Hyderabad,Sindh,BS Computer Science,Mehran University,2.48,Machine Learning; Pandas; power bi; Excel,10,Software Development,Indeed,36000,2025-04-05 06:04:00,https://www.linkedin.com/in/bilal-shah567
INT-10400,Eman Ali,eman.ali400@gmail.com,03118355958,25,Male,Faisalabad,Punjab,BS Statistics,University of Karachi,2.46,"Pandas, HTML/CSS, SQL, Machine Learning, Power BI",2,Data Analytics,Referral,30000,2025-03-19 10:57:00,https://www.linkedin.com/in/eman-ali400
INT-10279,Mariam Shah,mariam.shah279@gmail.com,03036346504,26,Male,Rawalpindi,Punjab,BBA,Bahria University,2.89,"Excel, Pandas, Git, Python",6,Marketing,University Portal,23000,2025-03-24 12:28:00,https://www.linkedin.com/in/mariam-shah279
INT-10237,Nimra Ali,nimra.ali237@icloud.com,03241886770,21,Male,Quetta,Balochistan,BS Information Technology,Punjab University,2.77,"Statistics, HTML/CSS, Machine Learning, Data Visualization, Git, Excel",3,Human Resources,University Portal,25000,2025-03-23 03:21:00,https://www.linkedin.com/in/nimra-ali237
INT-10390,Ahsan Khan,ahsan.khan390@icloud.com,03384175110,20,Male,Islamabad,Islamabad Capital Territory,BS Computer Science,,4.0,"Communication, Data Visualization, Pandas, Git, Python",6,Business Intelligence,Referral,51000,2025-03-18 04:17:00,https://www.linkedin.com/in/ahsan-khan390
INT-10198,areeba soomro,areeba.soomro198@yahoo.com,03019957855,27,Male,Hyderabad,Sindh,BS Information Technology,IBA Karachi,2.94,"Data Visualization, Machine Learning, Communication, HTML/CSS, Pandas",23,Product,LinkedIn,34000,2025-04-27 18:59:00,https://www.linkedin.com/in/areeba-soomro198
INT-10367,Ahsan Chandio,ahsan.chandio367@yahoo.com,03463976207,24,Male,Larkana,Sindh,BS Statistics,Punjab University,3.34,"Power BI, Git, Tableau, Statistics",12,Data Analytics,Indeed,34000,2025-03-17 18:01:00,https://www.linkedin.com/in/ahsan-chandio367
INT-10086,Ahsan Qureshi,ahsan.qureshi86@gmail.com,03000541165,20,Female,KHAIRPUR,Sindh,BS Economics,NUST,3.36,"Statistics, Git, HTML/CSS, Data Visualization, Communication, Python",1,Data Analytics,LinkedIn,34000,2025-04-20 17:08:00,https://www.linkedin.com/in/ahsan-qureshi86
INT-10351,Fatima Shaikh,fatima.shaikh351@yahoo.com,03067942835,21,Male,Faisalabad,Punjab,BS Computer Science,LUMS,2.45,"Machine Learning, Python",15,Business Intelligence,University Portal,31000,2025-04-25 02:09:00,https://www.linkedin.com/in/fatima-shaikh351
INT-10337,Sana Ansari,sana.ansari337@yahoo.com,03062523067,24,Female,Karachi,Sindh,BS Computer Science,LUMS,3.16,"Pandas, SQL, Statistics, Tableau",24,Product,Indeed,33000,2025-03-16 10:49:00,
INT-10644,Sidra Jatoi,sidra.jatoi644@outlook.com,,58,Female,Lahore,Punjab,B.S Information Technology,Punjab University,2.14,"HTML/CSS, Machine Learning, Git",3,Human Resources,University Portal,10000,2025-03-27 19:21:00,https://www.linkedin.com/in/sidra-jatoi644
INT-10530,Hussain Khan,hussain.khan530@gmail.com,03048143086,22,Male,Larkana,Sindh,BS Economics,Bahria University,3.44,"SQL, Machine Learning, Data Visualization, HTML/CSS, Git, Python",9,Data Analytics,University Portal,31000,2025-04-19 00:49:00,https://www.linkedin.com/in/hussain-khan530
INT-10273,Noor Ahmed,noor.ahmed273@yahoo.com,03009401305,23,Female,Islamabad,Islamabad Capital Territory,BS Computer Science,Punjab University,3.76,"Power BI, Excel, Git, Python, Pandas, SQL",4,Business Intelligence,LinkedIn,23000,2025-03-02 13:26:00,https://www.linkedin.com/in/noor-ahmed273
INT-10352,  Bilal Mirza ,bilal.mirza352@outlook.com,+92 327 760 9699,28,Female,Lahore,Punjab,BS Information Technology,Bahria University,2.94,"Communication, Statistics, Tableau, SQL",10,Business Intelligence,Internee.pk,38000,2025-04-29 16:32:00,https://www.linkedin.com/in/bilal-mirza352
INT-10575,Farhan Ali,farhan.ali575@gmail.com,03179918647,23,Female,Peshawar,Khyber Pakhtunkhwa,BS Statistics,University of Karachi,2.88,"Statistics, Communication, HTML/CSS, Python, Excel, SQL",2,Product,Direct,60000,2025-03-14 13:45:00,https://www.linkedin.com/in/farhan-ali575
INT-10303,Hussain Siddiqui,HUSSAIN.SIDDIQUI303@GMAIL.COM,03101521377,27,Female,Larkana,Sindh,BS Statistics,Punjab University,2.85,HTML/CSS; tableau; excel; statistics; Communication,21,Human Resources,Direct,39000,2025-04-01 17:40:00,https://www.linkedin.com/in/hussain-siddiqui303
INT-10452,Rida Shah,rida.shah452@outlook.com,03225143185,23,Female,Nawabshah,Sindh,BS Information Technology,FAST NUCES,3.87,communication / git / HTML/CSS / Pandas / powerbi,24,Product,LinkedIn,23000,2025-04-28 04:42:00,https://www.linkedin.com/in/rida-shah452
INT-10485,Bilal Ali,bilal.ali485@outlook.com,03119131248,27,Male,Larkana,Sindh,BS Information Technology,COMSATS University,3.53,"Tableau, Data Visualization, Power BI, Machine Learning",3,Software Development,Indeed,28000,2025-03-22 22:34:00,https://www.linkedin.com/in/bilal-ali485
INT-10792,Fatima Abbasi,fatima.abbasi792@outlook.com,03106440726,25,Male,Hyderabad,Sindh,BBA,Bahria University,3.42,"Pandas, HTML/CSS, Power BI, Machine Learning",4,Data Analytics,Indeed,29000,2025-03-07 19:30:00,https://www.linkedin.com/in/fatima-abbasi792
INT-10243,Eman Baloch,eman.baloch243@outlook.com,03319202580,25,Female,Lahore,Punjab,BS Information Technology,COMSATS University,2.89,,10,Human Resources,LinkedIn,13000,2025-04-18 15:22:00,https://www.linkedin.com/in/eman-baloch243
INT-10552,Eman Malik,eman.malik552@icloud.com,03411636987,33,Male,Lahore,Punjab,BS Data Science,Punjab University,2.81,"Data Visualization, Pandas, Machine Learning, Tableau, Power BI, Excel",1,Data Analytics,Internee.pk,39000,2025-03-04 17:32:00,https://www.linkedin.com/in/eman-malik552
INT-10527,Eman Ansari,eman.ansari527@icloud.com,03473581617,22,Female,Larkana,Sindh,BS Information Technology,LUMS,3.42,"Power BI, Tableau, Git, Machine Learning",15,Marketing,Indeed,36000,2025-04-28 09:50:00,https://www.linkedin.com/in/eman-ansari527
INT-10288,Rida Syed,rida.syed288@icloud.com,03204720512,25,Male,Nawabshah,Sindh,BSCS,University of Sindh,3.26,"Data Visualization, Tableau, Machine Learning, Communication, SQL",4,Data Analytics,University Portal,40000,2025-03-20 09:17:00,https://www.linkedin.com/in/rida-syed288
INT-10152,IQRA JATOI,iqra.jatoi152@outlook.com,03305401136,25,Male,Hyderabad,Sindh,BS Statistics,University of Karachi,3.28,"Statistics, Data Visualization, Git, Pandas, Python, Communication",19,Marketing,University Portal,23000,2025-04-04 15:35:00,https://www.linkedin.com/in/iqra-jatoi152
INT-10838,Bilal Ahmed,bilal.ahmed838@icloud.com,03369972014,24,Prefer not to say,Karachi,Sindh,BBA,Bahria University,3.02,"HTML/CSS, Excel, Power BI, Git, Data Visualization",0,Software Development,LinkedIn,15000,2025-03-25 16:56:00,https://www.linkedin.com/in/bilal-ahmed838
INT-10017,Danish Syed,danish.syed17@icloud.com,03064743822,24,Male,Gujranwala,Punjab,BS Computer Science,NED University,3.41,"Python, Tableau, Communication, SQL, HTML/CSS, Pandas",17,Software Development,Referral,11000,2025-04-11 22:44:00,https://www.linkedin.com/in/danish-syed17
INT-20008,ahsan qureshi,AHSAN.QURESHI86@GMAIL.COM,03000541165,20,Female,KHAIRPUR,Sindh,BS Economics,NUST,3.36,"Statistics, Git, HTML/CSS, Data Visualization, Communication, Python",1,Data Analytics,LinkedIn,34000,2025-04-20 18:57:00,https://www.linkedin.com/in/ahsan-qureshi86
INT-20025,shayan jatoi,SHAYAN.JATOI181@ICLOUD.COM,03070252785,28,Male,Sukkur,Sindh,BS Statistics,University of Karachi,3.32,"Communication, Excel, Machine Learning",18,Software Development,Direct,34000,2025-04-19 07:41:00,https://www.linkedin.com/in/shayan-jatoi181
INT-10556,Muhammad Baloch,muhammad.baloch556@gmail.com,03297361105,25,Female,Quetta,Balochistan,BS Computer Science,Mehran University,3.04,"Machine Learning, Pandas, Tableau, HTML/CSS",8,Software Development,LinkedIn,42000,2025-04-02 13:10:00,https://www.linkedin.com/in/muhammad-baloch556
INT-10442,  Eman Ahmed ,eman.ahmed442@icloud.com,03230196030,19,Male,,Sindh,BS Statistics,NED University,3.3,"Python, Statistics, Communication, Power BI, Excel, Tableau",18,Data Analytics,LinkedIn,35000,2025-03-21 05:21:00,https://www.linkedin.com/in/eman-ahmed442
INT-10080,Noor Soomro,noor.soomro80@yahoo.com,03335559459,29,Female,Multan,Punjab,BS Computer Science,NED University,3.14,git | power bi | pandas | Python | machine learning,17,software development,Referral,28000,2025-03-16 23:51:00,https://www.linkedin.com/in/noor-soomro80
INT-10463,Zara Soomro,zara.soomro463@yahoo.com,03113288140,24,Male,Multan,Punjab,BBA,COMSATS University,2.45,"Pandas, Excel, Python, Git, Machine Learning, SQL",15,Software Development,Referral,31000,2025-04-22 12:46:00,https://www.linkedin.com/in/zara-soomro463
INT-10173,Sana Bhatti,sana.bhatti173@yahoo.com,03328747644,25,Male,Faisalabad,Punjab,bs software engineering,Bahria University,2.36,"HTML/CSS, Communication, Data Visualization, SQL, Python, Statistics",10,Data Analytics,Referral,19000,2025-04-18 13:00:00,https://www.linkedin.com/in/sana-bhatti173
INT-10645,Farhan Chandio,farhan.chandio645@outlook.com,03059927381,18,Female,Peshawar,Khyber Pakhtunkhwa,BS Information Technology,,,"Tableau, Statistics, Git, Machine Learning",12,Human Resources,Indeed,26000,2025-04-16 19:28:00,https://www.linkedin.com/in/farhan-chandio645
INT-10349,Mariam Baloch,mariam.baloch349@icloud.com,03214206069,28,Male,Larkana,Sindh,BS Software Engineering,IBA Karachi,2.45,"Tableau, Excel, Communication, Pandas, Power BI",1,Data Analytics,LinkedIn,27000,2025-03-27 01:53:00,https://www.linkedin.com/in/mariam-baloch349
INT-10680,Hamza Rajput,hamza.rajput680@gmail.com,03041499874,27,Male,Nawabshah,Sindh,BS Data Science,University of Sindh,3.37,"Communication, HTML/CSS, Machine Learning, Tableau, Power BI",12,Data Analytics,LinkedIn,19000,2025-04-14 03:55:00,https://www.linkedin.com/in/hamza-rajput680
INT-10298,Mahnoor Baloch,mahnoor.baloch298@gmail.com,03365031255,23,Male,Peshawar,Khyber Pakhtunkhwa,BS Software Engineering,Shah Abdul Latif University,3.48,"Git, Statistics, Pandas, Power BI",5,Marketing,Referral,29000,2025-03-06 23:34:00,https://www.linkedin.com/in/mahnoor-baloch298
INT-10084,Talha Malik,talha.malik84@gmail.com,03384088014,21,Male,Nawabshah,Sindh,BS Data Science,COMSATS University,3.27,"SQL, Machine Learning, Tableau, Pandas, Python, Data Visualization",29,Business Intelligence,LinkedIn,32000,2025-04-06 22:34:00,https://www.linkedin.com/in/talha-malik84
INT-10409,Hussain Rind,hussain.rind409@yahoo.com,03033807386,19,Male,Nawabshah,Sindh,BS Data Science,University of Karachi,3.47,"Excel, Git",4,Data Analytics,Internee.pk,34000,2025-04-10 00:15:00,https://www.linkedin.com/in/hussain-rind409
INT-10240,Talha Baloch,talha.baloch240@outlook.com,03452920141,30,Male,Nawabshah,Sindh,BBA,University of Sindh,3.02,"Git, Statistics, Power BI, Communication",10,Data Analytics,University Portal,11000,2025-03-09 20:46:00,https://www.linkedin.com/in/talha-baloch240
INT-10213,Zain Ali,zain.ali213@icloud.com,03176896325,26,Female,Karachi,Sindh,BS Statistics,IBA Karachi,3.61,"Statistics, SQL, Power BI",15,DATA ANALYTICS,Indeed,30000,2025-04-06 03:24:00,https://www.linkedin.com/in/zain-ali213
INT-10324,Danish Siddiqui,danish.siddiqui324@outlook.com,03482719006,31,Male,Quetta,Balochistan,BS Information Technology,COMSATS University,3.08,,10,Human Resources,Internee.pk,30000,2025-04-21 14:00:00,https://www.linkedin.com/in/danish-siddiqui324
INT-10756,Noor Bhatti,noor.bhatti756@outlook.com,03193310162,24,Female,Peshawar,Khyber Pakhtunkhwa,BS Information Technology,Mehran University,2.77,excel; Data Visualization; sql; Communication; power bi,5,Human Resources,Indeed,54000,2025-04-18 16:37:00,https://www.linkedin.com/in/noor-bhatti756
INT-10200,Ahsan Baloch,ahsan.baloch200@outlook.com,03268113634,23,Male,Faisalabad,Punjab,BS Statistics,NUST,3.12,"HTML/CSS, Pandas, Machine Learning, Git, Excel",9,Software Development,LinkedIn,20000,2025-03-24 09:32:00,https://www.linkedin.com/in/ahsan-baloch200
INT-10801,Laiba Malik,laiba.malik801@gmail.com,03164528408,24,Male,Faisalabad,Punjab,BS Economics,Shah Abdul Latif University,2.33,"Git, Tableau, Excel, Power BI, SQL, Communication",6,Human Resources,Referral,21000,2025-04-08 01:53:00,
INT-10426,Hira Shah,hira.shah426@yahoo.com,+92 308 095 2583,25,Female,Larkana,Sindh,BS IT,NUST,2.53,"Git, Power BI, HTML/CSS",12,Marketing,Indeed,39000,2025-03-21 12:28:00,https://www.linkedin.com/in/hira-shah426
INT-10305,Hussain Qureshi,hussain.qureshi305@outlook.com,03070287560,22,Male,Faisalabad,Punjab,BS Software Engineering,NUST,3.32,,10,Human Resources,LinkedIn,27000,2025-03-04 22:11:00,https://www.linkedin.com/in/hussain-qureshi305
INT-10182,Hira Siddiqui,hira.siddiqui182@yahoo.com,03135193456,26,Female,Khairpur,Sindh,BS Economics,Mehran University,2.88,"Data Visualization, Python",12,Finance,Referral,26000,2025-03-28 14:19:00,https://www.linkedin.com/in/hira-siddiqui182
INT-10581,Hira Malik,hira.malik581@yahoo.com,,31,Male,Rawalpindi,Punjab,BS Information Technology,University of Karachi,2.84,"Pandas, HTML/CSS, Git, Power BI, Data Visualization, Excel",24,BI,Referral,35000,2025-04-03 18:59:00,https://www.linkedin.com/in/hira-malik581
INT-10032,Zain Ansari,zain.ansari32@gmail.com,03416805919,29,Male,,Sindh,BBA,,2.53,"Python, Statistics, SQL, Data Visualization, Power BI",17,Product,LinkedIn,26000,2025-03-11 22:31:00,
INT-10208,Iqra Siddiqui,iqra.siddiqui208@outlook.com,03031479842,21,Male,Karachi ,Sindh,BS Information Technology,LUMS,3.19,"Data Visualization, Power BI, Excel",8,Software Development,Referral,34000,2025-03-31 14:33:00,https://www.linkedin.com/in/iqra-siddiqui208
INT-10539,Iqra Rind,iqra.rind539@icloud.com,0334 5555379,28,,Sukkur,Sindh,BS Information Technology,Shah Abdul Latif University,3.12,"Power BI, HTML/CSS, Pandas",5,Human Resources,University Portal,32000,2025-04-01 15:16:00,https://www.linkedin.com/in/iqra-rind539
INT-10493,Noor Memon,noor.memon493@icloud.com,03295311200,27,Male,Islamabad,Islamabad Capital Territory,BBA,University of Sindh,3.12,Excel; Statistics; tableau; communication; SQL,9,Business Intelligence,LinkedIn,28000,2025-04-15 10:33:00,https://www.linkedin.com/in/noor-memon493
