application_id,applicant_name,email,phone,age,gender,city,province,education_level,university,cgpa,skills,experience_months,preferred_department,application_source,expected_stipend_pkr,submitted_at,linkedin_url,skill_count,experience_years
INT-10114,Ali Soomro,ali.soomro114@gmail.com,03172033190,24,Female,Sukkur,Sindh,BS Software Engineering,NED University,3.38,"Machine Learning, Python, SQL, Tableau, Statistics",20,Data Analytics,University Portal,29000,2025-04-06 18:38:00,https://www.linkedin.com/in/ali-soomro114,5,1.7
INT-10605,Ali Shah,ali.shah605@gmail.com,03248373014,18,Male,Khairpur,Sindh,BS Economics,University of Karachi,2.4,"Excel, Machine Learning",3,Data Analytics,Direct,29000,2025-04-14 09:03:00,https://www.linkedin.com/in/ali-shah605,2,0.2
INT-10134,Talha Ahmed,talha.ahmed134@gmail.com,03002861899,30,Male,Khairpur,Sindh,BS Computer Science,Shah Abdul Latif University,2.12,"Communication, Python, Data Visualization, Power BI, Pandas, Excel",9,Data Analytics,Indeed,37000,2025-03-21 08:10:00,Not Provided,6,0.8
INT-10627,Shayan Ansari,shayan.ansari627@yahoo.com,03276757823,27,Male,Rawalpindi,Punjab,BS Software Engineering,FAST NUCES,4.0,"Data Visualization, Statistics, Communication, Python",3,Human Resources,Direct,22000,2025-04-11 11:31:00,https://www.linkedin.com/in/shayan-ansari627,4,0.2
INT-10755,Zain Baloch,zain.baloch755@gmail.com,03250566670,29,Male,Hyderabad,Sindh,BS Statistics,LUMS,3.3,"Machine Learning, Python",7,Human Resources,University Portal,34000,2025-03-09 11:42:00,https://www.linkedin.com/in/zain-baloch755,2,0.6
INT-10232,Saad Ali,saad.ali232@icloud.com,03346263289,28,Male,Karachi,Sindh,BS Statistics,Not Provided,2.69,"Html, Css, SQL, Communication, Statistics, Git, Power BI",17,Human Resources,Referral,20000,2025-04-21 20:49:00,https://www.linkedin.com/in/saad-ali232,7,1.4
INT-10804,Ahsan Ahmed,ahsan.ahmed804@yahoo.com,03407290660,22,Female,Quetta,Balochistan,BS Information Technology,LUMS,2.73,"Pandas, Python, Git, SQL",10,Business Intelligence,University Portal,21000,2025-03-03 15:21:00,https://www.linkedin.com/in/ahsan-ahmed804,4,0.8
INT-10057,Rida Jatoi,rida.jatoi57@icloud.com,03229310516,22,Female,Multan,Punjab,BS Computer Science,Bahria University,2.83,"Machine Learning, SQL",37,Human Resources,University Portal,28000,2025-03-29 01:11:00,https://www.linkedin.com/in/rida-jatoi57,2,3.1
INT-10431,Hamza Rind,hamza.rind431@outlook.com,03117628523,28,Male,Hyderabad,Sindh,BS Economics,NED University,2.82,"Statistics, Excel, Html, Css, SQL, Pandas, Communication",24,Software Development,Direct,37000,2025-03-24 07:56:00,https://www.linkedin.com/in/hamza-rind431,7,2.0
INT-10217,Sidra Ali,sidra.ali217@outlook.com,03271367764,25,Female,Islamabad,Islamabad Capital Territory,BS Computer Science,Shah Abdul Latif University,3.48,"Tableau, SQL",13,Data Analytics,Referral,39000,2025-04-13 16:46:00,https://www.linkedin.com/in/sidra-ali217,2,1.1
INT-10806,Bilal Baloch,bilal.baloch806@icloud.com,03172416331,25,Female,Mardan,Khyber Pakhtunkhwa,BS Statistics,University of Sindh,3.45,"Machine Learning, Tableau, Python, Communication, SQL",8,Data Analytics,Direct,26000,2025-03-10 02:08:00,https://www.linkedin.com/in/bilal-baloch806,5,0.7
INT-10115,Nimra Baloch,nimra.baloch115@icloud.com,03005853305,25,Female,Quetta,Balochistan,BS Data Science,NUST,2.94,"SQL, Python, Power BI, Data Visualization, Excel",10,Data Analytics,University Portal,14000,2025-04-27 08:35:00,https://www.linkedin.com/in/nimra-baloch115,5,0.8
INT-10813,Danish Khan,danish.khan813@gmail.com,03092556881,32,Male,Quetta,Balochistan,BS Computer Science,NED University,3.84,"Git, Machine Learning, SQL, Python",14,Product,Direct,22000,2025-04-13 09:20:00,https://www.linkedin.com/in/danish-khan813,4,1.2
INT-10129,Laiba Ali,laiba.ali129@outlook.com,Not Provided,24,Male,Lahore,Punjab,BS Economics,Bahria University,3.69,"Excel, Data Visualization, Pandas, Statistics, Python, Communication",7,Software Development,Direct,31000,2025-03-07 12:34:00,https://www.linkedin.com/in/laiba-ali129,6,0.6
INT-10766,Fatima Khan,fatima.khan766@gmail.com,03367747357,24,Female,Sukkur,Sindh,BS Computer Science,University of Karachi,3.25,"Excel, Python",7,Data Analytics,Internee.pk,49000,2025-04-04 15:16:00,https://www.linkedin.com/in/fatima-khan766,2,0.6
INT-10660,Saad Shaikh,saad.shaikh660@gmail.com,03155729071,20,Female,Lahore,Punjab,BS Information Technology,University of Sindh,4.0,"Data Visualization, Html, Css, Git, Power BI, SQL",9,Business Intelligence,LinkedIn,25000,2025-04-07 23:53:00,https://www.linkedin.com/in/saad-shaikh660,6,0.8
INT-10595,Ali Ansari,ali.ansari595@gmail.com,03160458802,21,Male,Hyderabad,Sindh,BS Data Science,Bahria University,2.7,"SQL, Html, Css, Excel, Tableau",23,Software Development,LinkedIn,27000,2025-04-14 09:29:00,https://www.linkedin.com/in/ali-ansari595,5,1.9
INT-10085,Sidra Rajput,sidra.rajput85@gmail.com,03018078307,22,Male,Lahore,Punjab,BS Computer Science,University of Sindh,2.98,"Excel, SQL, Statistics",27,Human Resources,Internee.pk,16000,2025-04-14 11:39:00,https://www.linkedin.com/in/sidra-rajput85,3,2.2
INT-10211,Noor Chandio,noor.chandio211@outlook.com,03363283052,24,Female,Nawabshah,Sindh,BS Software Engineering,FAST NUCES,2.76,"Communication, Pandas, Machine Learning, Statistics, Data Visualization",25,Human Resources,Internee.pk,26000,2025-04-18 23:57:00,https://www.linkedin.com/in/noor-chandio211,5,2.1
INT-10621,Hussain Ansari,hussain.ansari621@outlook.com,03454715673,27,Female,Multan,Punjab,BS Information Technology,Punjab University,3.05,"Tableau, SQL, Statistics, Communication, Python, Html, Css",9,Software Development,Direct,10000,2025-04-01 07:38:00,https://www.linkedin.com/in/hussain-ansari621,7,0.8
INT-10482,Saad Qureshi,saad.qureshi482@gmail.com,03348197225,23,Male,Mardan,Khyber Pakhtunkhwa,BS Software Engineering,NED University,2.46,"Statistics, Tableau, Excel, Data Visualization, Python, SQL",4,Business Intelligence,University Portal,29000,2025-04-18 15:24:00,https://www.linkedin.com/in/saad-qureshi482,6,0.3
INT-10404,Fatima Malik,fatima.malik404@gmail.com,03483685771,27,Female,Peshawar,Khyber Pakhtunkhwa,BS Software Engineering,Punjab University,2.83,"SQL, Html, Css, Tableau, Excel",6,Marketing,Direct,32000,2025-03-04 10:46:00,https://www.linkedin.com/in/fatima-malik404,5,0.5
INT-10681,Rida Rajput,rida.rajput681@gmail.com,03236149330,28,Male,Islamabad,Islamabad Capital Territory,BS Information Technology,University of Karachi,3.1,"Data Visualization, Statistics, Machine Learning, SQL, Pandas",20,Business Intelligence,University Portal,34000,2025-04-30 07:46:00,https://www.linkedin.com/in/rida-rajput681,5,1.7
INT-10798,Muhammad Siddiqui,muhammad.siddiqui798@icloud.com,03122296873,28,Male,Nawabshah,Sindh,BS Computer Science,FAST NUCES,3.01,"Communication, Data Visualization, Power BI",4,Data Analytics,Indeed,13000,2025-03-21 10:15:00,https://www.linkedin.com/in/muhammad-siddiqui798,3,0.3
INT-10379,Zara Jatoi,zara.jatoi379@gmail.com,03486112582,29,Male,Islamabad,Islamabad Capital Territory,BS Software Engineering,IBA Karachi,3.09,"Communication, Data Visualization",7,Business Intelligence,University Portal,41000,2025-03-11 10:50:00,https://www.linkedin.com/in/zara-jatoi379,2,0.6
INT-10705,Zain Rind,zain.rind705@gmail.com,03087400703,25,Female,Sukkur,Sindh,BS Information Technology,Shah Abdul Latif University,2.6,"Machine Learning, Data Visualization, Communication, SQL, Statistics",9,Product,University Portal,13000,2025-04-07 07:48:00,https://www.linkedin.com/in/zain-rind705,5,0.8
INT-10292,Eman Mirza,eman.mirza292@icloud.com,03035313613,21,Male,Khairpur,Sindh,BS Information Technology,NED University,3.1,"Power BI, Machine Learning, Git, Data Visualization, Communication, Excel",7,Data Analytics,Internee.pk,47000,2025-04-10 21:33:00,https://www.linkedin.com/in/eman-mirza292,6,0.6
INT-10407,Zara Siddiqui,zara.siddiqui407@gmail.com,03351855308,22,Male,Rawalpindi,Punjab,BS Information Technology,NUST,2.91,"Pandas, Statistics, Communication, Git, Tableau, Python",6,Product,Internee.pk,30000,2025-04-24 20:51:00,https://www.linkedin.com/in/zara-siddiqui407,6,0.5
INT-10137,Mariam Khan,mariam.khan137@outlook.com,03139031554,24,Female,Lahore,Punjab,BS Economics,FAST NUCES,2.65,"Git, Data Visualization, Power BI, Excel, Statistics",3,Business Intelligence,Direct,48000,2025-04-29 14:37:00,https://www.linkedin.com/in/mariam-khan137,5,0.2
INT-10253,Hamza Rind,hamza.rind253@outlook.com,03357524891,22,Male,Khairpur,Sindh,BBA,Mehran University,2.96,"Html, Css, Statistics",18,Human Resources,Direct,34000,2025-03-18 18:38:00,https://www.linkedin.com/in/hamza-rind253,3,1.5
INT-10417,Iqra Bhatti,iqra.bhatti417@outlook.com,03421860677,27,Male,Multan,Punjab,BBA,LUMS,3.06,"Power BI, Machine Learning",2,Product,University Portal,13000,2025-04-26 08:14:00,https://www.linkedin.com/in/iqra-bhatti417,2,0.2
INT-10738,Danish Shah,danish.shah738@gmail.com,03233095688,21,Male,Faisalabad,Punjab,BS Computer Science,LUMS,3.6,"Tableau, Pandas, Data Visualization, Python, Machine Learning, Html, Css",8,Data Analytics,University Portal,19000,2025-03-02 20:41:00,https://www.linkedin.com/in/danish-shah738,7,0.7
INT-10544,Zara Bhatti,zara.bhatti544@yahoo.com,03387364691,28,Male,Multan,Punjab,BS Computer Science,COMSATS University,3.37,"SQL, Tableau",3,Data Analytics,University Portal,31000,2025-04-14 17:56:00,https://www.linkedin.com/in/zara-bhatti544,2,0.2
INT-10188,Ahsan Shah,ahsan.shah188@yahoo.com,Not Provided,33,Male,Peshawar,Khyber Pakhtunkhwa,BS Data Science,Bahria University,3.03,"Excel, Git",15,Data Analytics,University Portal,32000,2025-04-21 11:51:00,https://www.linkedin.com/in/ahsan-shah188,2,1.2
INT-10480,Nimra Khan,nimra.khan480@icloud.com,03403623254,25,Male,Quetta,Balochistan,BS Computer Science,University of Karachi,3.59,"Excel, Statistics",8,Data Analytics,LinkedIn,35000,2025-04-28 19:02:00,https://www.linkedin.com/in/nimra-khan480,2,0.7
INT-10216,Farhan Syed,farhan.syed216@gmail.com,03156017099,22,Male,Islamabad,Islamabad Capital Territory,BS Software Engineering,FAST NUCES,2.68,"Statistics, Power BI, SQL, Pandas, Python, Git",6,Software Development,Referral,31000,2025-03-12 18:20:00,https://www.linkedin.com/in/farhan-syed216,6,0.5
INT-10742,Laiba Malik,laiba.malik742@gmail.com,03365121407,28,Male,Abbottabad,Khyber Pakhtunkhwa,BBA,Bahria University,3.04,"Pandas, Communication, Power BI, Tableau, Statistics, SQL",13,Marketing,Internee.pk,31000,2025-03-15 15:37:00,https://www.linkedin.com/in/laiba-malik742,6,1.1
INT-10044,Danish Syed,danish.syed44@gmail.com,03422169694,23,Male,Sukkur,Sindh,BS Information Technology,LUMS,2.78,"Python, Git, Power BI, Excel, Data Visualization",10,Finance,LinkedIn,29000,2025-04-09 15:38:00,https://www.linkedin.com/in/danish-syed44,5,0.8
INT-10670,Hamza Rajput,hamza.rajput670@yahoo.com,03043247352,29,Male,Islamabad,Islamabad Capital Territory,BBA,Bahria University,3.05,"Git, Excel, Communication, Data Visualization, Pandas, SQL",10,Data Analytics,Internee.pk,26000,2025-03-28 23:51:00,https://www.linkedin.com/in/hamza-rajput670,6,0.8
INT-10037,Iqra Ali,iqra.ali37@outlook.com,03455372254,32,Male,Khairpur,Sindh,BS Economics,Mehran University,3.62,"SQL, Excel",11,Data Analytics,LinkedIn,20000,2025-04-01 22:39:00,https://www.linkedin.com/in/iqra-ali37,2,0.9
INT-10013,Nimra Syed,nimra.syed13@gmail.com,03441827701,19,Female,Nawabshah,Sindh,BS Information Technology,IBA Karachi,3.21,"SQL, Html, Css, Power BI, Machine Learning",3,Marketing,Indeed,40000,2025-04-13 11:51:00,https://www.linkedin.com/in/nimra-syed13,5,0.2
INT-10716,Ahsan Siddiqui,ahsan.siddiqui716@gmail.com,03026792642,24,Male,Sukkur,Sindh,BS Software Engineering,Punjab University,3.5,"Machine Learning, Pandas, Communication, SQL, Python",11,Finance,LinkedIn,27000,2025-04-27 02:45:00,Not Provided,5,0.9
INT-10438,Ahsan Mirza,ahsan.mirza438@yahoo.com,03456492324,25,Female,Khairpur,Sindh,BS Information Technology,Not Provided,2.66,"Pandas, Html, Css, Data Visualization, Power BI, Python",9,Data Analytics,Referral,31000,2025-04-24 19:22:00,https://www.linkedin.com/in/ahsan-mirza438,6,0.8
INT-10665,Noor Ansari,noor.ansari665@icloud.com,03493820315,21,Male,Larkana,Sindh,BS Information Technology,FAST NUCES,3.0,"Html, Css, Power BI, Communication, Python, Statistics, Tableau",13,Marketing,University Portal,22000,2025-03-30 06:53:00,https://www.linkedin.com/in/noor-ansari665,7,1.1
INT-10461,Ali Ansari,ali.ansari461@yahoo.com,Not Provided,28,Female,Faisalabad,Punjab,BBA,University of Karachi,2.0,"Data Visualization, Tableau, SQL",3,Business Intelligence,Internee.pk,26000,2025-03-21 21:09:00,https://www.linkedin.com/in/ali-ansari461,3,0.2
INT-10015,Mariam Chandio,mariam.chandio15@gmail.com,03427518202,22,Male,Faisalabad,Punjab,BS Information Technology,IBA Karachi,3.31,"Excel, Pandas, Communication, SQL, Python, Data Visualization",15,Data Analytics,LinkedIn,30000,2025-04-05 10:39:00,https://www.linkedin.com/in/mariam-chandio15,6,1.2
INT-10225,Usman Qureshi,usman.qureshi225@yahoo.com,03161273740,27,Female,Khairpur,Sindh,BS Computer Science,Shah Abdul Latif University,2.82,"Pandas, Power BI",12,Finance,Referral,46000,2025-04-14 11:53:00,https://www.linkedin.com/in/usman-qureshi225,2,1.0
INT-10726,Eman Syed,eman.syed726@gmail.com,03095232361,22,Female,Gujranwala,Punjab,BS Information Technology,LUMS,2.52,"Excel, Tableau",19,Marketing,LinkedIn,24000,2025-04-02 17:23:00,https://www.linkedin.com/in/eman-syed726,2,1.6
INT-10142,Farhan Rind,farhan.rind142@yahoo.com,03197761627,26,Male,Multan,Punjab,BS Software Engineering,NUST,2.76,"Statistics, Communication, Data Visualization, SQL",4,Data Analytics,Internee.pk,24000,2025-03-02 01:46:00,https://www.linkedin.com/in/farhan-rind142,4,0.3
INT-10157,Zara Soomro,zara.soomro157@outlook.com,03132633333,28,Female,Larkana,Sindh,BS Computer Science,LUMS,2.5,"Html, Css, Python, Communication, Pandas",6,Data Analytics,LinkedIn,14000,2025-03-15 17:40:00,https://www.linkedin.com/in/zara-soomro157,5,0.5
INT-10615,Nimra Bhatti,nimra.bhatti615@icloud.com,03064425143,31,Male,Nawabshah,Sindh,BS Computer Science,Not Provided,3.51,"Pandas, Statistics, Excel, Data Visualization, Tableau, Machine Learning",2,Product,Internee.pk,24000,2025-04-13 03:54:00,https://www.linkedin.com/in/nimra-bhatti615,6,0.2
INT-10841,Sajid Khan,sajid.khan841@icloud.com,03448562539,25,Female,Multan,Punjab,BS Economics,NED University,2.98,"Html, Css, Data Visualization, Tableau, SQL",10,Finance,LinkedIn,37000,2025-04-21 02:34:00,https://www.linkedin.com/in/sajid-khan841,5,0.8
INT-10170,Sajid Mirza,sajid.mirza170@yahoo.com,03046232729,27,Male,Gujranwala,Punjab,BS Information Technology,IBA Karachi,2.32,"Excel, Data Visualization, Machine Learning",12,Data Analytics,Indeed,39000,2025-04-27 14:29:00,https://www.linkedin.com/in/sajid-mirza170,3,1.0
INT-10345,Shayan Ahmed,shayan.ahmed345@gmail.com,03262822580,27,Male,Nawabshah,Sindh,BS Information Technology,COMSATS University,3.07,"Tableau, Pandas, Git, Python",17,Finance,LinkedIn,24000,2025-04-19 04:10:00,https://www.linkedin.com/in/shayan-ahmed345,4,1.4
INT-10058,Zain Syed,zain.syed58@yahoo.com,03035811849,26,Male,Larkana,Sindh,BS Computer Science,University of Karachi,2.7,"Communication, Git, Machine Learning, SQL, Data Visualization",9,Business Intelligence,University Portal,29000,2025-04-13 13:26:00,https://www.linkedin.com/in/zain-syed58,5,0.8
INT-10036,Sajid Mirza,sajid.mirza36@gmail.com,03124742197,19,Female,Larkana,Sindh,BBA,University of Karachi,3.32,"Excel, Machine Learning",5,Data Analytics,Referral,26000,2025-03-05 17:31:00,https://www.linkedin.com/in/sajid-mirza36,2,0.4
INT-10228,Ali Siddiqui,ali.siddiqui228@icloud.com,03337339224,20,Female,Rawalpindi,Punjab,BS Statistics,Shah Abdul Latif University,3.2,"Tableau, Machine Learning, Communication, Html, Css, Excel",2,Software Development,Referral,40000,2025-04-10 22:06:00,https://www.linkedin.com/in/ali-siddiqui228,6,0.2
INT-10778,Mariam Shah,mariam.shah778@outlook.com,03075743040,18,Male,Khairpur,Sindh,BBA,Punjab University,2.99,"Tableau, Power BI, Statistics, Pandas",9,Software Development,Referral,23000,2025-03-21 04:35:00,https://www.linkedin.com/in/mariam-shah778,4,0.8
INT-10049,Mariam Qureshi,mariam.qureshi49@outlook.com,03254637314,25,Male,Karachi,Sindh,BS Computer Science,Shah Abdul Latif University,3.1,"Html, Css, SQL, Excel",14,Business Intelligence,University Portal,10000,2025-04-27 10:33:00,https://www.linkedin.com/in/mariam-qureshi49,4,1.2
INT-10591,Yasir Jatoi,yasir.jatoi591@yahoo.com,03484059237,26,Female,Hyderabad,Sindh,BS Software Engineering,NED University,3.27,"Pandas, Tableau",6,Product,University Portal,31000,2025-04-04 04:27:00,https://www.linkedin.com/in/yasir-jatoi591,2,0.5
INT-10492,Saad Memon,saad.memon492@yahoo.com,03162790693,23,Female,Faisalabad,Punjab,BS Information Technology,FAST NUCES,2.45,"Excel, Pandas, Communication",7,Data Analytics,LinkedIn,34000,2025-04-21 14:51:00,https://www.linkedin.com/in/saad-memon492,3,0.6
INT-10248,Sajid Shaikh,sajid.shaikh248@icloud.com,03008331105,25,Male,Larkana,Sindh,BS Software Engineering,LUMS,2.45,"Machine Learning, Statistics",12,Product,Referral,29000,2025-03-14 23:50:00,https://www.linkedin.com/in/sajid-shaikh248,2,1.0
INT-10567,Bilal Shah,bilal.shah567@icloud.com,03397418013,25,Male,Hyderabad,Sindh,BS Computer Science,Mehran University,2.48,"Machine Learning, Pandas, Power BI, Excel",10,Software Development,Indeed,36000,2025-04-05 06:04:00,https://www.linkedin.com/in/bilal-shah567,4,0.8
INT-10400,Eman Ali,eman.ali400@gmail.com,03118355958,25,Male,Faisalabad,Punjab,BS Statistics,University of Karachi,2.46,"Pandas, Html, Css, SQL, Machine Learning, Power BI",2,Data Analytics,Referral,30000,2025-03-19 10:57:00,https://www.linkedin.com/in/eman-ali400,6,0.2
INT-10279,Mariam Shah,mariam.shah279@gmail.com,03036346504,26,Male,Rawalpindi,Punjab,BBA,Bahria University,2.89,"Excel, Pandas, Git, Python",6,Marketing,University Portal,23000,2025-03-24 12:28:00,https://www.linkedin.com/in/mariam-shah279,4,0.5
INT-10237,Nimra Ali,nimra.ali237@icloud.com,03241886770,21,Male,Quetta,Balochistan,BS Information Technology,Punjab University,2.77,"Statistics, Html, Css, Machine Learning, Data Visualization, Git, Excel",3,Human Resources,University Portal,25000,2025-03-23 03:21:00,https://www.linkedin.com/in/nimra-ali237,7,0.2
INT-10390,Ahsan Khan,ahsan.khan390@icloud.com,03384175110,20,Male,Islamabad,Islamabad Capital Territory,BS Computer Science,Not Provided,4.0,"Communication, Data Visualization, Pandas, Git, Python",6,Business Intelligence,Referral,51000,2025-03-18 04:17:00,https://www.linkedin.com/in/ahsan-khan390,5,0.5
INT-10198,Areeba Soomro,areeba.soomro198@yahoo.com,03019957855,27,Male,Hyderabad,Sindh,BS Information Technology,IBA Karachi,2.94,"Data Visualization, Machine Learning, Communication, Html, Css, Pandas",23,Product,LinkedIn,34000,2025-04-27 18:59:00,https://www.linkedin.com/in/areeba-soomro198,6,1.9
INT-10367,Ahsan Chandio,ahsan.chandio367@yahoo.com,03463976207,24,Male,Larkana,Sindh,BS Statistics,Punjab University,3.34,"Power BI, Git, Tableau, Statistics",12,Data Analytics,Indeed,34000,2025-03-17 18:01:00,https://www.linkedin.com/in/ahsan-chandio367,4,1.0
INT-10086,Ahsan Qureshi,ahsan.qureshi86@gmail.com,03000541165,20,Female,Khairpur,Sindh,BS Economics,NUST,3.36,"Statistics, Git, Html, Css, Data Visualization, Communication, Python",1,Data Analytics,LinkedIn,34000,2025-04-20 17:08:00,https://www.linkedin.com/in/ahsan-qureshi86,7,0.1
INT-10351,Fatima Shaikh,fatima.shaikh351@yahoo.com,03067942835,21,Male,Faisalabad,Punjab,BS Computer Science,LUMS,2.45,"Machine Learning, Python",15,Business Intelligence,University Portal,31000,2025-04-25 02:09:00,https://www.linkedin.com/in/fatima-shaikh351,2,1.2
INT-10337,Sana Ansari,sana.ansari337@yahoo.com,03062523067,24,Female,Karachi,Sindh,BS Computer Science,LUMS,3.16,"Pandas, SQL, Statistics, Tableau",24,Product,Indeed,33000,2025-03-16 10:49:00,Not Provided,4,2.0
INT-10644,Sidra Jatoi,sidra.jatoi644@outlook.com,Not Provided,25,Female,Lahore,Punjab,BS Information Technology,Punjab University,2.14,"Html, Css, Machine Learning, Git",3,Human Resources,University Portal,10000,2025-03-27 19:21:00,https://www.linkedin.com/in/sidra-jatoi644,4,0.2
INT-10530,Hussain Khan,hussain.khan530@gmail.com,03048143086,22,Male,Larkana,Sindh,BS Economics,Bahria University,3.44,"SQL, Machine Learning, Data Visualization, Html, Css, Git, Python",9,Data Analytics,University Portal,31000,2025-04-19 00:49:00,https://www.linkedin.com/in/hussain-khan530,7,0.8
INT-10273,Noor Ahmed,noor.ahmed273@yahoo.com,03009401305,23,Female,Islamabad,Islamabad Capital Territory,BS Computer Science,Punjab University,3.76,"Power BI, Excel, Git, Python, Pandas, SQL",4,Business Intelligence,LinkedIn,23000,2025-03-02 13:26:00,https://www.linkedin.com/in/noor-ahmed273,6,0.3
INT-10352,Bilal Mirza,bilal.mirza352@outlook.com,03277609699,28,Female,Lahore,Punjab,BS Information Technology,Bahria University,2.94,"Communication, Statistics, Tableau, SQL",10,Business Intelligence,Internee.pk,38000,2025-04-29 16:32:00,https://www.linkedin.com/in/bilal-mirza352,4,0.8
INT-10575,Farhan Ali,farhan.ali575@gmail.com,03179918647,23,Female,Peshawar,Khyber Pakhtunkhwa,BS Statistics,University of Karachi,2.88,"Statistics, Communication, Html, Css, Python, Excel, SQL",2,Product,Direct,60000,2025-03-14 13:45:00,https://www.linkedin.com/in/farhan-ali575,7,0.2
INT-10303,Hussain Siddiqui,hussain.siddiqui303@gmail.com,03101521377,27,Female,Larkana,Sindh,BS Statistics,Punjab University,2.85,"Html, Css, Tableau, Excel, Statistics, Communication",21,Human Resources,Direct,39000,2025-04-01 17:40:00,https://www.linkedin.com/in/hussain-siddiqui303,6,1.8
INT-10452,Rida Shah,rida.shah452@outlook.com,03225143185,23,Female,Nawabshah,Sindh,BS Information Technology,FAST NUCES,3.87,"Communication, Git, Html, Css, Pandas, Power BI",24,Product,LinkedIn,23000,2025-04-28 04:42:00,https://www.linkedin.com/in/rida-shah452,6,2.0
INT-10792,Fatima Abbasi,fatima.abbasi792@outlook.com,03106440726,25,Male,Hyderabad,Sindh,BBA,Bahria University,3.42,"Pandas, Html, Css, Power BI, Machine Learning",4,Data Analytics,Indeed,29000,2025-03-07 19:30:00,https://www.linkedin.com/in/fatima-abbasi792,5,0.3
INT-10243,Eman Baloch,eman.baloch243@outlook.com,03319202580,25,Female,Lahore,Punjab,BS Information Technology,COMSATS University,2.89,Not Specified,10,Human Resources,LinkedIn,13000,2025-04-18 15:22:00,https://www.linkedin.com/in/eman-baloch243,0,0.8
INT-10552,Eman Malik,eman.malik552@icloud.com,03411636987,33,Male,Lahore,Punjab,BS Data Science,Punjab University,2.81,"Data Visualization, Pandas, Machine Learning, Tableau, Power BI, Excel",1,Data Analytics,Internee.pk,39000,2025-03-04 17:32:00,https://www.linkedin.com/in/eman-malik552,6,0.1
INT-10527,Eman Ansari,eman.ansari527@icloud.com,03473581617,22,Female,Larkana,Sindh,BS Information Technology,LUMS,3.42,"Power BI, Tableau, Git, Machine Learning",15,Marketing,Indeed,36000,2025-04-28 09:50:00,https://www.linkedin.com/in/eman-ansari527,4,1.2
INT-10288,Rida Syed,rida.syed288@icloud.com,03204720512,25,Male,Nawabshah,Sindh,BS Computer Science,University of Sindh,3.26,"Data Visualization, Tableau, Machine Learning, Communication, SQL",4,Data Analytics,University Portal,40000,2025-03-20 09:17:00,https://www.linkedin.com/in/rida-syed288,5,0.3
INT-10152,Iqra Jatoi,iqra.jatoi152@outlook.com,03305401136,25,Male,Hyderabad,Sindh,BS Statistics,University of Karachi,3.28,"Statistics, Data Visualization, Git, Pandas, Python, Communication",19,Marketing,University Portal,23000,2025-04-04 15:35:00,https://www.linkedin.com/in/iqra-jatoi152,6,1.6
INT-10838,Bilal Ahmed,bilal.ahmed838@icloud.com,03369972014,24,Prefer not to say,Karachi,Sindh,BBA,Bahria University,3.02,"Html, Css, Excel, Power BI, Git, Data Visualization",0,Software Development,LinkedIn,15000,2025-03-25 16:56:00,https://www.linkedin.com/in/bilal-ahmed838,6,0.0
INT-10017,Danish Syed,danish.syed17@icloud.com,03064743822,24,Male,Gujranwala,Punjab,BS Computer Science,NED University,3.41,"Python, Tableau, Communication, SQL, Html, Css, Pandas",17,Software Development,Referral,11000,2025-04-11 22:44:00,https://www.linkedin.com/in/danish-syed17,7,1.4
INT-20025,Shayan Jatoi,shayan.jatoi181@icloud.com,03070252785,28,Male,Sukkur,Sindh,BS Statistics,University of Karachi,3.32,"Communication, Excel, Machine Learning",18,Software Development,Direct,34000,2025-04-19 07:41:00,https://www.linkedin.com/in/shayan-jatoi181,3,1.5
INT-10556,Muhammad Baloch,muhammad.baloch556@gmail.com,03297361105,25,Female,Quetta,Balochistan,BS Computer Science,Mehran University,3.04,"Machine Learning, Pandas, Tableau, Html, Css",8,Software Development,LinkedIn,42000,2025-04-02 13:10:00,https://www.linkedin.com/in/muhammad-baloch556,5,0.7
INT-10442,Eman Ahmed,eman.ahmed442@icloud.com,03230196030,19,Male,Hyderabad,Sindh,BS Statistics,NED University,3.3,"Python, Statistics, Communication, Power BI, Excel, Tableau",18,Data Analytics,LinkedIn,35000,2025-03-21 05:21:00,https://www.linkedin.com/in/eman-ahmed442,6,1.5
INT-10080,Noor Soomro,noor.soomro80@yahoo.com,03335559459,29,Female,Multan,Punjab,BS Computer Science,NED University,3.14,"Git, Power BI, Pandas, Python, Machine Learning",17,Software Development,Referral,28000,2025-03-16 23:51:00,https://www.linkedin.com/in/noor-soomro80,5,1.4
INT-10463,Zara Soomro,zara.soomro463@yahoo.com,03113288140,24,Male,Multan,Punjab,BBA,COMSATS University,2.45,"Pandas, Excel, Python, Git, Machine Learning, SQL",15,Software Development,Referral,31000,2025-04-22 12:46:00,https://www.linkedin.com/in/zara-soomro463,6,1.2
INT-10645,Farhan Chandio,farhan.chandio645@outlook.com,03059927381,18,Female,Peshawar,Khyber Pakhtunkhwa,BS Information Technology,Not Provided,3.09,"Tableau, Statistics, Git, Machine Learning",12,Human Resources,Indeed,26000,2025-04-16 19:28:00,https://www.linkedin.com/in/farhan-chandio645,4,1.0
INT-10349,Mariam Baloch,mariam.baloch349@icloud.com,03214206069,28,Male,Larkana,Sindh,BS Software Engineering,IBA Karachi,2.45,"Tableau, Excel, Communication, Pandas, Power BI",1,Data Analytics,LinkedIn,27000,2025-03-27 01:53:00,https://www.linkedin.com/in/mariam-baloch349,5,0.1
